accuracy,loss,val_accuracy,val_loss
0.8093202710151672,0.4556829333305359,0.8189741969108582,0.4428856670856476
0.8696672320365906,0.3202325999736786,0.8203151226043701,0.4619200825691223
0.9300980567932129,0.18732766807079315,0.7841099500656128,0.5852790474891663
0.9661386013031006,0.10199501365423203,0.8085819482803345,0.7657996416091919
0.9798005223274231,0.0587482675909996,0.765001654624939,1.1501160860061646
0.9857513904571533,0.03967764601111412,0.7763996124267578,1.0290002822875977
0.9900259971618652,0.027354374527931213,0.7797519564628601,1.1038416624069214
0.9901936054229736,0.0233351681381464,0.7877975106239319,1.1787127256393433
0.9918699264526367,0.017763793468475342,0.7683539986610413,1.3821035623550415
0.9916184544563293,0.017905445769429207,0.7683539986610413,1.368612289428711
0.9923728108406067,0.015017054975032806,0.7723767757415771,1.4269574880599976
0.990947961807251,0.02020583488047123,0.757291316986084,1.3435475826263428
0.9901098012924194,0.022155795246362686,0.7753939032554626,1.329248309135437
0.9911155700683594,0.017291083931922913,0.7767348289489746,1.5351405143737793
0.9930433034896851,0.012683185748755932,0.785115659236908,1.5760846138000488
0.9938814640045166,0.010320126079022884,0.7800871729850769,1.6542717218399048
0.9937138557434082,0.009663197211921215,0.7753939032554626,1.830574870109558
0.9940491318702698,0.009497366845607758,0.783774733543396,1.8116488456726074
0.9940491318702698,0.009320879355072975,0.7780757546424866,1.9083324670791626
0.9940491318702698,0.009219455532729626,0.7784109711647034,1.9081027507781982
