accuracy,loss,val_accuracy,val_loss
0.01123595517128706,9.680912017822266,0.20000000298023224,9.677556991577148
0.17977528274059296,9.672185897827148,0.20000000298023224,9.670042037963867
0.17977528274059296,9.657402992248535,0.20000000298023224,9.639999389648438
0.14606741070747375,9.569901466369629,0.20000000298023224,9.3897123336792
0.11235955357551575,9.139673233032227,0.20000000298023224,9.002388954162598
0.11235955357551575,8.564347267150879,0.20000000298023224,8.56260871887207
0.11235955357551575,7.856377601623535,0.20000000298023224,8.03394603729248
0.10112359374761581,7.001798629760742,0.10000000149011612,7.443676948547363
0.08988764137029648,6.059544086456299,0.10000000149011612,6.89823055267334
0.08988764137029648,5.196078300476074,0.10000000149011612,6.5391950607299805
0.08988764137029648,4.568929195404053,0.10000000149011612,6.439882755279541
0.08988764137029648,4.201954364776611,0.10000000149011612,6.521270751953125
0.06741572916507721,4.043583869934082,0.20000000298023224,6.659925937652588
0.11235955357551575,3.9684526920318604,0.20000000298023224,6.8076934814453125
0.11235955357551575,3.9309706687927246,0.20000000298023224,6.950827121734619
0.11235955357551575,3.912477970123291,0.20000000298023224,7.075247764587402
0.11235955357551575,3.8946566581726074,0.20000000298023224,7.191584587097168
0.11235955357551575,3.8848094940185547,0.20000000298023224,7.276786804199219
0.11235955357551575,3.8733067512512207,0.20000000298023224,7.3533759117126465
0.11235955357551575,3.868574857711792,0.20000000298023224,7.4095940589904785
