accuracy,loss,val_accuracy,val_loss
0.0,9.651209831237793,0.0,9.532256126403809
0.08988764137029648,9.30223274230957,0.20000000298023224,9.250036239624023
0.11235955357551575,8.72270393371582,0.20000000298023224,8.829587936401367
0.11235955357551575,7.9253458976745605,0.20000000298023224,8.309568405151367
0.11235955357551575,6.9089765548706055,0.20000000298023224,7.720568656921387
0.11235955357551575,5.721437454223633,0.20000000298023224,7.238494873046875
0.11235955357551575,4.581254005432129,0.20000000298023224,7.413069248199463
0.11235955357551575,4.043288230895996,0.20000000298023224,8.182207107543945
0.11235955357551575,3.9286506175994873,0.20000000298023224,8.89821720123291
0.11235955357551575,3.9002583026885986,0.20000000298023224,9.383742332458496
